설치장소명,설치시도명,위도,경도,제공기관명
한려유스호스텔,경상남도,34.829541,128.029133,경상남도 남해군
설천면종합복지회관,경상남도,34.922841,127.915508,경상남도 남해군
남해창선 노인전문요양원,경상남도,34.892923,128.006723,경상남도 남해군
남면복지회관,경상남도,34.771801,127.887471,경상남도 남해군
고현복지회관,경상남도,34.897765,127.871828,경상남도 남해군
곡성군청,전라남도,35.281601,127.291406,전라남도 곡성군
곡성군 보건의료원,전라남도,35.2585523,127.2736036,전라남도 곡성군
곡성노인회관,전라남도,35.280239,127.296462,전라남도 곡성군
기차마을전통시장,전라남도,35.279489,127.298458,전라남도 곡성군
곡성다문화센터,전라남도,35.283157,127.289531,전라남도 곡성군
곡성읍사무소,전라남도,35.2822335,127.296338,전라남도 곡성군
석곡보건지소,전라남도,35.1341068,127.2539644,전라남도 곡성군
곡성레저문화센터,전라남도,35.280205,127.2970381,전라남도 곡성군
섬진강기차마을,전라남도,35.2780945,127.3074651,전라남도 곡성군
섬진강기차마을,전라남도,35.2780945,127.3074651,전라남도 곡성군
섬진강기차마을,전라남도,35.2780945,127.3074651,전라남도 곡성군
섬진강기차마을,전라남도,35.2780945,127.3074651,전라남도 곡성군
섬진강기차마을,전라남도,35.2780945,127.3074651,전라남도 곡성군
섬진강기차마을,전라남도,35.2780945,127.3074651,전라남도 곡성군
섬진강기차마을,전라남도,35.2780945,127.3074651,전라남도 곡성군
섬진강기차마을,전라남도,35.2780945,127.3074651,전라남도 곡성군
섬진강기차마을,전라남도,35.2780945,127.3074651,전라남도 곡성군
섬진강기차마을,전라남도,35.2780945,127.3074651,전라남도 곡성군
섬진강기차마을,전라남도,35.2780945,127.3074651,전라남도 곡성군
섬진강기차마을,전라남도,35.2780945,127.3074651,전라남도 곡성군
섬진강기차마을,전라남도,35.2780945,127.3074651,전라남도 곡성군
섬진강기차마을,전라남도,35.2780945,127.3074651,전라남도 곡성군
섬진강기차마을,전라남도,35.2780945,127.3074651,전라남도 곡성군
섬진강기차마을,전라남도,35.2780945,127.3074651,전라남도 곡성군
섬진강기차마을,전라남도,35.2780945,127.3074651,전라남도 곡성군
섬진강기차마을,전라남도,35.2780945,127.3074651,전라남도 곡성군
섬진강기차마을,전라남도,35.2780945,127.3074651,전라남도 곡성군
섬진강기차마을,전라남도,35.2620782,127.3074651,전라남도 곡성군
도림사오토캠핑장,전라남도,35.2780945,127.2668785,전라남도 곡성군
국원보건보건지소,충청북도,36.3528633,127.5899442,충청북도 옥천군
대정보건진료소,충청북도,36.3844442,127.5408443,충청북도 옥천군
군서보건지소,충청북도,36.2733342,127.5282234,충청북도 옥천군
은행보건진료소,충청북도,36.2700755,127.5093664,충청북도 옥천군
동이보건지소,충청북도,36.2828734,127.6213443,충청북도 옥천군
석탄보건진료소,충청북도,36.3177642,127.6207554,충청북도 옥천군
우산보건진료소,충청북도,36.2765663,127.6798443,충청북도 옥천군
안남보건지소,충청북도,36.3560563,127.6728443,충청북도 옥천군
안내보건지소,충청북도,36.3944443,127.6622665,충청북도 옥천군
원동보건진료소,충청북도,36.2434678,127.6589765,충청북도 옥천군
이원보건지소,충청북도,36.2463553,127.6197234,충청북도 옥천군
신매보건진료소,충청북도,36.3195353,127.7711554,충청북도 옥천군
청성보건지소,충청북도,36.3255453,127.7591554,충청북도 옥천군
영실애육원,충청북도,36.2902477,127.5635666,충청북도 옥천군
옥천공설시장,충청북도,36.3019523,127.5689234,충청북도 옥천군
옥천군보건소,충청북도,36.3043675,127.5701788,충청북도 옥천군
현리보건지소,충청북도,36.3944486,127.6622334,충청북도 옥천군
청산보건지소,충청북도,36.3455343,127.7941553,충청북도 옥천군
국원보건진료소,충청북도,36.3529652,127.5899553,충청북도 옥천군
청산원,충청북도,36.2592855,127.5713665,충청북도 옥천군
옥천청소년수련관,충청북도,36.3062833,127.5773776,충청북도 옥천군
이원면사무소,충청북도,36.2461864,127.6195332,충청북도 옥천군
안남면사무소,충청북도,36.3562565,127.6728332,충청북도 옥천군
청산면사무소,충청북도,36.3463986,127.7919443,충청북도 옥천군
동이면사무소,충청북도,36.2838776,127.6204443,충청북도 옥천군
옥천상가,충청북도,36.3023975,127.5682223,충청북도 옥천군
이원청소년문화의집,충청북도,36.2449975,127.6206443,충청북도 옥천군
옥천읍사무소,충청북도,36.3073642,127.5749554,충청북도 옥천군
청성면사무소,충청북도,36.3276453,127.7598554,충청북도 옥천군
군서면사무소,충청북도,36.2796744,127.5274554,충청북도 옥천군
군북면사무소,충청북도,36.3302133,127.5343332,충청북도 옥천군
안내면사무소,충청북도,36.3944155,127.6619443,충청북도 옥천군
청산청소년문화의집,충청북도,36.3457155,127.7936443,충청북도 옥천군
옥천군민도서관,충청북도,36.3004533,127.5749443,충청북도 옥천군
옥천도서관,충청북도,36.3010933,127.5721443,충청북도 옥천군
옥천국민체육센터,충청북도,36.3062744,127.5779554,충청북도 옥천군
문화예술회관,충청북도,36.3037442,127.5744665,충청북도 옥천군
관성회관,충청북도,36.3020742,127.5731442,충청북도 옥천군
옥천군장애인심부름센터,충청북도,36.3046854,127.5696442,충청북도 옥천군
옥천노인장애인복지관,충청북도,36.3045353,127.5695554,충청북도 옥천군
옥천수화통역센터,충청북도,36.3046842,127.5696665,충청북도 옥천군
안남지수보건진료소,충청북도,36.3332853,127.6838432,충청북도 옥천군
안내동대보건진료소,충청북도,36.4068654,127.6688553,충청북도 옥천군
청성도곡보건진료소,충청북도,36.3736853,127.7328775,충청북도 옥천군
청성묘금보건진료소,충청북도,36.2759353,127.7332663,충청북도 옥천군
청산의동보건진료소,충청북도,36.3294766,127.8329553,충청북도 옥천군
청산예곡보건진료소,충청북도,36.3549877,127.8304556,충청북도 옥천군
이원개심보건진료소,충청북도,36.2064387,127.6312663,충청북도 옥천군
군북증약보건진료소,충청북도,36.3391143,127.5167552,충청북도 옥천군
옥천군장애인보호작업장,충청북도,36.3155254,127.5925743,충청북도 옥천군
부활원,충청북도,36.3276854,127.5526663,충청북도 옥천군
여성회관,충청북도,36.3069755,127.5738554,충청북도 옥천군
옥천시외버스터미널,충청북도,36.3068855,127.5651663,충청북도 옥천군
다목적회관,충청북도,36.3075366,127.5737898,충청북도 옥천군
정지용문학관,충청북도,36.3050864,127.5708865,충청북도 옥천군
육영수생가,충청북도,36.3180364,127.5875886,충청북도 옥천군
산림문화휴양관,충청북도,36.2324766,127.5626777,충청북도 옥천군
옥천체육센터,충청북도,36.3023366,127.5755776,충청북도 옥천군
이원묘목정보화마을,충청북도,36.2529933,127.6273665,충청북도 옥천군
배바우청정정보화마을,충청북도,36.3548444,127.6765543,충청북도 옥천군
남양주체육문화센터,경기도,37.605593,127.175691,남양주도시공사
남양주체육문화센터,경기도,37.605593,127.175691,남양주도시공사
남양주체육문화센터,경기도,37.605593,127.175691,남양주도시공사
남양주체육문화센터,경기도,37.605593,127.175691,남양주도시공사
남양주체육문화센터,경기도,37.605593,127.175691,남양주도시공사
호평체육문화센터,경기도,37.658706,127.242841,남양주도시공사
호평체육문화센터,경기도,37.658706,127.242841,남양주도시공사
호평체육문화센터,경기도,37.658706,127.242841,남양주도시공사
호평체육문화센터,경기도,37.658706,127.242841,남양주도시공사
호평체육문화센터,경기도,37.658706,127.242841,남양주도시공사
와부체육문화센터,경기도,37.585776,127.218001,남양주도시공사
와부체육문화센터,경기도,37.585776,127.218001,남양주도시공사
와부체육문화센터,경기도,37.585776,127.218001,남양주도시공사
와부체육문화센터,경기도,37.585776,127.218001,남양주도시공사
오남체육문화센터,경기도,37.684952,127.209601,남양주도시공사
오남체육문화센터,경기도,37.684952,127.209601,남양주도시공사
오남체육문화센터,경기도,37.684952,127.209601,남양주도시공사
화도체육문화센터,경기도,37.649659,127.301414,남양주도시공사
화도체육문화센터,경기도,37.649659,127.301414,남양주도시공사
화도체육문화센터,경기도,37.649659,127.301414,남양주도시공사
화도체육문화센터,경기도,37.649659,127.301414,남양주도시공사
에코랜드,경기도,37.703692,127.131263,남양주도시공사
에코랜드,경기도,37.703692,127.131263,남양주도시공사
진접체육문화센터,경기도,37.727058,127.189694,남양주도시공사
진접체육문화센터,경기도,37.727058,127.189694,남양주도시공사
청소년수련관,경기도,37.608978,127.177983,남양주도시공사
청소년수련관,경기도,37.608978,127.177983,남양주도시공사
청소년수련관,경기도,37.608978,127.177983,남양주도시공사
청소년수련관,경기도,37.608978,127.177983,남양주도시공사
청소년수련관,경기도,37.608978,127.177983,남양주도시공사
청소년수련관,경기도,37.608978,127.177983,남양주도시공사
청소년수련관,경기도,37.608978,127.177983,남양주도시공사
아쿠아조이,경기도,37.608978,127.177983,남양주도시공사
유기농테마파크,경기도,37.59532,127.338233,남양주도시공사
유기농테마파크,경기도,37.59532,127.338233,남양주도시공사
유기농테마파크,경기도,37.59532,127.338233,남양주도시공사
유기농테마파크,경기도,37.59532,127.338233,남양주도시공사
유기농테마파크,경기도,37.59532,127.338233,남양주도시공사
유기농테마파크,경기도,37.59532,127.338233,남양주도시공사
유기농테마파크,경기도,37.59532,127.338233,남양주도시공사
밀양내이동우체국,경상남도,35.492924,128.751053,경상남도 밀양시
밀양버스터미널,경상남도,35.4989,128.743791,경상남도 밀양시
밀양보건소,경상남도,35.485541,128.756068,경상남도 밀양시
밀양시립도서관,경상남도,35.486766,128.754804,경상남도 밀양시
밀양시종합사회복지관,경상남도,35.483674,128.758945,경상남도 밀양시
밀양시청소년수련관,경상남도,35.488035,128.757395,경상남도 밀양시
밀양우체국,경상남도,35.475038,128.768632,경상남도 밀양시
밀양전통시장1,경상남도,35.493359,128.753383,경상남도 밀양시
밀양전통시장2,경상남도,35.492856,128.753184,경상남도 밀양시
밀양청소년문화의 집,경상남도,35.493678,128.754168,경상남도 밀양시
삼랑진역,경상남도,35.399743,128.844427,경상남도 밀양시
선주원,경상남도,35.448059,128.889076,경상남도 밀양시
세화노인요양원,경상남도,35.475084,128.738802,경상남도 밀양시
시각장애인심부름센터 밀양분소,경상남도,35.479994,128.763125,경상남도 밀양시
여성회관,경상남도,35.487031,128.755797,경상남도 밀양시
우리들노인요양원,경상남도,35.496897,128.727988,경상남도 밀양시
우리들요양원,경상남도,35.520525,128.728917,경상남도 밀양시
이레,경상남도,35.369393,128.735848,경상남도 밀양시
크레파스,경상남도,35.470721,128.651352,경상남도 밀양시
해울장애인보호작업장,경상남도,35.506983,128.688438,경상남도 밀양시
노인요양시설 효심마을,경상남도,34.479154,128.658977,경상남도 밀양시
서문시장 제4지구,대구광역시,35.869447,128.580766,대구광역시
서문시장 제5지구,대구광역시,35.868052,128.578502,대구광역시
남문시장,대구광역시,35.861048,128.591967,대구광역시
교동시장,대구광역시,35.873142,128.596634,대구광역시
서문시장 명품프라자 상가,대구광역시,35.869869,128.580798,대구광역시
중구보건소,대구광역시,35.877871,128.583335,대구광역시
남산기독교종합사회복지관,대구광역시,35.8651,128.590497,대구광역시
남산종합사회복지관,대구광역시,35.859566,128.57984,대구광역시
가톨릭근로자회관노숙인쉼터,대구광역시,35.868582,128.591492,대구광역시
중구 청소년문화의 집,대구광역시,35.861883,128.598,대구광역시
번개시장,대구광역시,35.8752,128.597256,대구광역시
방천시장,대구광역시,35.861837,128.606,대구광역시
3.1운동길,대구광역시,35.86765,128.584644,대구광역시
대구광역시 중구청,대구광역시,35.86934,128.6062,대구광역시
삼덕동주민센터,대구광역시,35.865549,128.6089,대구광역시
남산2동주민센터,대구광역시,35.86404,128.589538,대구광역시
서문시장,대구광역시,35.868833,128.579534,대구광역시
염매시장,대구광역시,35.866877,128.59194,대구광역시
중부노인복지센터,대구광역시,35.862979,128.590403,대구광역시
봉산문화회관,대구광역시,35.8633,128.597,대구광역시
대구청소년지원재단,대구광역시,35.869775,128.589914,대구광역시
경상감영공원,대구광역시,35.87249,128.592563,대구광역시
대구중구노인상담소,대구광역시,35.872915,128.592699,대구광역시
대봉1동주민센터,대구광역시,35.861649,128.6043,대구광역시
대봉2동주민센터,대구광역시,35.858149,128.599763,대구광역시
대신동주민센터,대구광역시,35.865572,128.576252,대구광역시
동부시장,대구광역시,35.868605,128.612649,대구광역시
성내1동주민센터,대구광역시,35.86919,128.598187,대구광역시
어르신마을노인복지센터,대구광역시,35.856815,128.597875,대구광역시
중구시니어클럽,대구광역시,35.864921,128.601258,대구광역시
아양아트센터,대구광역시,35.87978,128.652,대구광역시
신암공원관리사무소,대구광역시,38.88502,128.62928,대구광역시
율하체육공원,대구광역시,35.85998,128.69431,대구광역시
봉무공원,대구광역시,35.93619,128.64371,대구광역시
동대구고속버스터미널,대구광역시,35.87781,128.62845,대구광역시
동부시외버스터미널,대구광역시,35.87248,128.63379,대구광역시
해오름재가노인복지센터,대구광역시,35.88502,128.62928,대구광역시
동부도서관,대구광역시,35.89015,128.6216,대구광역시
볼로봉무동 주민센터,대구광역시,35.91031,128.63931,대구광역시
지저동 주민센터,대구광역시,35.89337,128.63819,대구광역시
동구 보건소,대구광역시,35.8881,128.65123,대구광역시
안심3·4동 주민센터,대구광역시,35.86507,128.71039,대구광역시
효목1동 주민센터,대구광역시,35.88161,128.64494,대구광역시
동구노인복지회관,대구광역시,35.90198,128.63007,대구광역시
팔공노인복지회관,대구광역시,35.88673,128.63566,대구광역시
대구SOS어린이마을,대구광역시,35.89547,128.66177,대구광역시
동구시장,대구광역시,35.87441,128.63966,대구광역시
동서시장,대구광역시,35.88677,128.63377,대구광역시
신암3동 주민센터,대구광역시,35.8796,128.62308,대구광역시
불로전통시장,대구광역시,35.91011,128.64192,대구광역시
팔공정보문화센터,대구광역시,35.87509,128.6345,대구광역시
영유아플라자,대구광역시,35.88489,128.63208,대구광역시
신암5동 주민센터,대구광역시,35.88976,128.63306,대구광역시
신천1·2동 주민센터,대구광역시,35.87041,128.615,대구광역시
신암1동 주민센터,대구광역시,35.88429,128.61635,대구광역시
신암2동 주민센터,대구광역시,35.87997,128.61271,대구광역시
신암4동 주민센터,대구광역시,35.88504,128.62933,대구광역시
공항시장,대구광역시,35.89625,128.63842,대구광역시
송라시장,대구광역시,35.87443,128.61528,대구광역시
신천3동주민센터,대구광역시,35.87539,128.62375,대구광역시
효목2동행정복지센터,대구광역시,35.87815,128.64125,대구광역시
동촌동행정복지센터,대구광역시,35.89687,128.65103,대구광역시
방촌동주민센터,대구광역시,35.88003,128.66526,대구광역시
안심1동행정복지센터,대구광역시,35.87039,128.70211,대구광역시
도평동주민센터,대구광역시,35.91,128.65,대구광역시
공산동주민센터,대구광역시,35.94009,128.64414,대구광역시
방촌현대시장,대구광역시,35.88267,128.66575,대구광역시
효목시장,대구광역시,35.88291,128.64274,대구광역시
반야월종합시장,대구광역시,35.87243,128.70242,대구광역시
해안동행정복지센터,대구광역시,35.88208,128.67168,대구광역시
신천4동주민센터,대구광역시,35.87173,128.62931,대구광역시
평화시장,대구광역시,35.88115,128.61528,대구광역시
원고개시장,대구광역시,35.880189,128.569159,대구광역시
종합자원봉사센터,대구광역시,35.872247,128.574764,대구광역시
서구문화회관,대구광역시,35.872816,128.545527,대구광역시
종합사회복지관,대구광역시,35.861011,128.563333,대구광역시
제일종합사회복지관,대구광역시,35.885737,128.57885,대구광역시
원대시장,대구광역시,35.883052,128.578,대구광역시
대평리시장,대구광역시,35.878,128.558935,대구광역시
중평시장,대구광역시,35.865386,128.553921,대구광역시
소망모자원,대구광역시,35.866374,128.5257,대구광역시
대구북부고용센터,대구광역시,35.858778,128.556709,대구광역시
북부정류장,대구광역시,35.885286,128.555135,대구광역시
서구문화회관,대구광역시,35.872816,128.545527,대구광역시
서구청소년수련관,대구광역시,35.873609,128.545481,대구광역시
서구어린이도서관,대구광역시,35.8743,128.546365,대구광역시
중리동우체국,대구광역시,35.858554,128.540615,대구광역시
서부도서관,대구광역시,35.872451,128.557728,대구광역시
평리3동우체국,대구광역시,35.8719,128.561431,대구광역시
서구청,대구광역시,35.871757,128.559175,대구광역시
보건복지회,대구광역시,35.86902,128.555827,대구광역시
서대구우체국,대구광역시,35.866817,128.555185,대구광역시
평리5동우체국,대구광역시,35.869621,128.548819,대구광역시
서구청민원실,대구광역시,35.871757,128.559175,대구광역시
농협두류점,대구광역시,35.859543,128.561404,대구광역시
내당역,대구광역시,35.860565,128.564742,대구광역시
비산5동,대구광역시,35.888579,128.568389,대구광역시
농협원대동,대구광역시,35.882079,128.578,대구광역시
대구의료원,대구광역시,35.85964,128.540587,대구광역시
서부도서관,대구광역시,35.872451,128.557728,대구광역시
신평리시장,대구광역시,35.872451,128.557728,대구광역시
원대신시장,대구광역시,35.885434,128.574731,대구광역시
서구시장,대구광역시,35.873945,128.555707,대구광역시
청소년수련관,대구광역시,35.873609,128.545481,대구광역시
신애보육원,대구광역시,35.880382,128.551475,대구광역시
장애인보호작업장,대구광역시,35.8654,128.557182,대구광역시
비산4동주민센터,대구광역시,35.8698,128.57429,대구광역시
평리2동주민센터,대구광역시,35.871224,128.56368,대구광역시
보건소,대구광역시,35.871757,128.559175,대구광역시
노인복지관,대구광역시,35.8755,128.564076,대구광역시
북부정류장,대구광역시,35.885286,128.555135,대구광역시
구민건강증진센터,대구광역시,35.880192,128.572434,대구광역시
건강생활지원센터,대구광역시,35.860737,128.551439,대구광역시
서구청(별관),대구광역시,35.871757,128.559175,대구광역시
이현시장,대구광역시,35.876944,128.550645,대구광역시
중리시장,대구광역시,35.8703,128.547822,대구광역시
내당1동주민센터,대구광역시,35.860652,128.560699,대구광역시
내당4동주민센터,대구광역시,35.858942,128.551748,대구광역시
"내당2,3동",대구광역시,35.867274,128.57456,대구광역시
"비산2,3동",대구광역시,35.875814,128.574717,대구광역시
비산1동,대구광역시,35.881144,128.569,대구광역시
비산5동,대구광역시,35.886106,128.570085,대구광역시
비산6동,대구광역시,35.876291,128.56908,대구광역시
비산7동,대구광역시,35.888,128.553547,대구광역시
평리1동,대구광역시,35.8756,128.563288,대구광역시
평리3동,대구광역시,35.875914,128.561304,대구광역시
평리4동,대구광역시,35.867351,128.55681,대구광역시
상중이동,대구광역시,35.867927,128.544247,대구광역시
원대동,대구광역시,35.886807,128.574398,대구광역시
새길시장,대구광역시,35.864586,128.571653,대구광역시
서부시장,대구광역시,35.87455,128.57216,대구광역시
만평시장,대구광역시,35.888253,128.563242,대구광역시
반고개무침회골목,대구광역시,35.862034,128.563632,대구광역시
남구 다문화가족지원센터,대구광역시,35.841708,128.598243,대구광역시
남구 보건소,대구광역시,35.853909,128.591531,대구광역시
대구여성의전화부설성(가정)폭력상담소,대구광역시,35.843961,128.597938,대구광역시
대덕문화전당,대구광역시,35.831378,128.577,대구광역시
대명4동,대구광역시,35.846008,128.569534,대구광역시
대명6동,대구광역시,35.835113,128.566088,대구광역시
봉덕1동,대구광역시,35.845835,128.597745,대구광역시
봉덕3동,대구광역시,35.842427,128.595924,대구광역시
서부터미널(관문시장 외),대구광역시,35.836825,128.557813,대구광역시
서부터미널2,대구광역시,35.836825,128.557813,대구광역시
관문시장,대구광역시,35.836552,128.557308,대구광역시
대구수화통역센터,대구광역시,35.844577,128.588316,대구광역시
남구시니어클럽,대구광역시,35.853385,128.599708,대구광역시
남구청소년창작센터,대구광역시,35.854973,128.589273,대구광역시
남부시장,대구광역시,35.841429,128.57789,대구광역시
대명9동주민센터,대구광역시,35.837276,128.579335,대구광역시
봉덕2동주민센터,대구광역시,35.843858,128.60111,대구광역시
안지랑시장,대구광역시,35.836921,128.574747,대구광역시
이천동주민센터,대구광역시,35.8537,128.599404,대구광역시
대구시청소년문화의집,대구광역시,35.855917,128.587135,대구광역시
대구아동복지센터,대구광역시,35.841469,128.604,대구광역시
대덕노인종합복지관,대구광역시,35.836123,128.583875,대구광역시
대명시장 및 대명신시장,대구광역시,35.858342,128.577158,대구광역시
명덕시장,대구광역시,35.845028,128.588,대구광역시
봉덕신시장,대구광역시,35.845074,128.603295,대구광역시
성당시장,대구광역시,35.850231,128.573,대구광역시
앞산베네스트,대구광역시,35.834815,128.583921,대구광역시
영선시장,대구광역시,35.852144,128.592261,대구광역시
웰빙전통안마센터,대구광역시,35.859179,128.57586,대구광역시
강북노인복지관,대구광역시,35.93513,128.546237,대구광역시
강북보건지소,대구광역시,35.937318,128.558185,대구광역시
강북장애인주간보호센터,대구광역시,35.930827,128.562864,대구광역시
검단동주민센터,대구광역시,35.9136,128.627305,대구광역시
고성동 주민센터,대구광역시,35.881909,128.583586,대구광역시
관문동 주민센터,대구광역시,35.902817,128.543,대구광역시
관문동주민센터(노곡분소),대구광역시,35.9062,128.562654,대구광역시
관음동 주민센터,대구광역시,35.944241,128.547333,대구광역시
관음시장,대구광역시,35.944911,128.547226,대구광역시
국우동 주민센터,대구광역시,35.948016,128.575405,대구광역시
노원동 주민센터,대구광역시,35.890138,128.576231,대구광역시
대구북구청,대구광역시,35.885724,128.582911,대구광역시
산격종합시장,대구광역시,35.898422,128.610528,대구광역시
상록뇌성마비복지관,대구광역시,35.9063,128.602742,대구광역시
서변중앙시장,대구광역시,35.921014,128.596191,대구광역시
선린장애인주간보호센터,대구광역시,35.937826,128.545502,대구광역시
칠곡공설시장,대구광역시,35.942375,128.551112,대구광역시
팔달신시장,대구광역시,35.8907,128.566,대구광역시
대불노인복지관,대구광역시,35.898667,128.61692,대구광역시
대현동주민센터,대구광역시,35.881629,128.605229,대구광역시
동대구시장,대구광역시,35.881182,128.609,대구광역시
동천동 주민센터,대구광역시,35.937318,128.558185,대구광역시
무태조야동 분소,대구광역시,35.910165,128.576264,대구광역시
복현2동주민센터,대구광역시,35.895354,128.625494,대구광역시
북구보건소,대구광역시,35.89187,128.588902,대구광역시
산격1동주민센터,대구광역시,35.892619,128.594664,대구광역시
산격2동주민센터,대구광역시,35.900436,128.61116,대구광역시
산격3동주민센터,대구광역시,35.893546,128.608525,대구광역시
산격4동주민센터,대구광역시,35.892233,128.604311,대구광역시
성림효사랑 실버타운,대구광역시,35.88564,128.60259,대구광역시
성보재활원,대구광역시,35.893048,128.630107,대구광역시
읍내동 주민센터,대구광역시,35.945936,128.550629,대구광역시
칠성시장,대구광역시,35.87724,128.604,대구광역시
칠성시장 (삼성),대구광역시,35.87724,128.604,대구광역시
칠성시장 (청과),대구광역시,35.87724,128.604,대구광역시
칠성시장 (경명),대구광역시,35.87724,128.604,대구광역시
침산1동주민센터,대구광역시,35.890328,128.581279,대구광역시
침산2동 주민센터,대구광역시,35.887264,128.597,대구광역시
침산3동주민센터,대구광역시,35.89203,128.589349,대구광역시
태전1동주민센터,대구광역시,35.924093,128.543332,대구광역시
태전2동주민센터,대구광역시,35.921482,128.548768,대구광역시
태전중앙시장,대구광역시,35.921654,128.544899,대구광역시
함지노인복지관,대구광역시,35.942882,128.570319,대구광역시
태전공원,대구광역시,35.931636,128.546161,대구광역시
대구장애인종합복지관,대구광역시,35.826319,128.60706,대구광역시
애활원,대구광역시,35.823076,128.608629,대구광역시
황금시장,대구광역시,35.846844,128.621,대구광역시
노인종합복지회관,대구광역시,35.841452,128.629901,대구광역시
SOS아동보호센터,대구광역시,35.87346,128.646511,대구광역시
수성구청 별관,대구광역시,35.858376,128.630511,대구광역시
수성구청 본관,대구광역시,35.858376,128.630511,대구광역시
성림아동원,대구광역시,35.842884,128.724548,대구광역시
인제요양원,대구광역시,35.86154,128.611204,대구광역시
애망요양원,대구광역시,35.816619,128.614577,대구광역시
수성구보건소,대구광역시,35.844606,128.61225,대구광역시
수성현대시장,대구광역시,35.849512,128.609412,대구광역시
고산1동주민센터,대구광역시,35.837132,128.712423,대구광역시
고산3동주민센터,대구광역시,35.844048,128.706613,대구광역시
상동주민센터,대구광역시,35.832243,128.615606,대구광역시
고산2동주민센터,대구광역시,35.84385,128.695266,대구광역시
지산1동주민센터,대구광역시,35.825064,128.637198,대구광역시
황금1동주민센터,대구광역시,35.844058,128.638246,대구광역시
수성23가동주민센터,대구광역시,35.854781,128.619,대구광역시
황금2동주민센터,대구광역시,35.841575,128.625235,대구광역시
중동주민센터,대구광역시,35.847421,128.615104,대구광역시
파동주민센터,대구광역시,35.81557,128.615212,대구광역시
두산동주민센터,대구광역시,35.829408,128.62067,대구광역시
만촌시장,대구광역시,35.871882,128.646435,대구광역시
동성시장,대구광역시,35.855878,128.617054,대구광역시
신천시장,대구광역시,35.86514,128.618396,대구광역시
수성시장,대구광역시,35.855725,128.617,대구광역시
태백시장,대구광역시,35.855141,128.616753,대구광역시
목련모자원,대구광역시,35.818032,128.615633,대구광역시
고산권보건복지센터,대구광역시,35.837379,128.712875,대구광역시
성림노인요양원,대구광역시,35.842384,128.724363,대구광역시
달서지역자활센터,대구광역시,35.855731,128.500829,대구광역시
달서행복지역자활센터,대구광역시,35.8087,128.555,대구광역시
달서구청소년쉼터,대구광역시,35.836122,128.539446,대구광역시
성당지역아동센터,대구광역시,35.842643,128.552376,대구광역시
행복누리장애인보호작업장,대구광역시,35.8458,128.505327,대구광역시
달구벌종합스포츠센터,대구광역시,35.853553,128.525449,대구광역시
섬들보호작업장,대구광역시,35.85595,128.525476,대구광역시
대구성로원,대구광역시,35.810487,128.521258,대구광역시
대구학생문화센터,대구광역시,35.852976,128.529486,대구광역시
자용모자복지관,대구광역시,35.858258,128.531603,대구광역시
월배(신)시장,대구광역시,35.814057,128.52739,대구광역시
도원시장,대구광역시,35.807571,128.53673,대구광역시
대곡시장,대구광역시,35.807731,128.535127,대구광역시
송현주공시장,대구광역시,35.822743,128.548187,대구광역시
용산종합큰시장,대구광역시,35.858052,128.531181,대구광역시
성서와룡시장,대구광역시,35.856232,128.499614,대구광역시
두류종합시장,대구광역시,35.8455,128.545145,대구광역시
대동시장,대구광역시,35.811667,128.537787,대구광역시
달구벌종합복지관,대구광역시,35.853553,128.525449,대구광역시
대구시각장애인복지관,대구광역시,35.853553,128.525449,대구광역시
대구청각언어장애인복지관,대구광역시,35.853553,128.525449,대구광역시
학산보호작업장,대구광역시,35.848352,128.513093,대구광역시
달서구노인종합복지관,대구광역시,35.833282,128.541696,대구광역시
대구광역시청소년수련원,대구광역시,35.820195,128.55346,대구광역시
달서구청소년수련관,대구광역시,35.807206,128.559422,대구광역시
달서구청소년문화의집,대구광역시,35.807206,128.559422,대구광역시
성당동 주민센터,대구광역시,35.84062,128.553148,대구광역시
두류1·2동 주민센터,대구광역시,35.8557,128.572208,대구광역시
두류3동 주민센터,대구광역시,35.853706,128.555475,대구광역시
본리동 주민센터,대구광역시,35.841008,128.543155,대구광역시
감삼동 주민센터,대구광역시,35.851036,128.542194,대구광역시
죽전동 주민센터,대구광역시,35.8558,128.539813,대구광역시
장기동 주민센터,대구광역시,35.84333,128.529942,대구광역시
용산1동 주민센터,대구광역시,35.856673,128.531227,대구광역시
용산2동 주민센터,대구광역시,35.858449,128.523,대구광역시
이곡1동 주민센터,대구광역시,35.851652,128.510667,대구광역시
이곡2동 주민센터,대구광역시,35.855731,128.500829,대구광역시
신당동 주민센터,대구광역시,35.858966,128.498834,대구광역시
월성1동 주민센터,대구광역시,35.819512,128.522856,대구광역시
월성2동 주민센터,대구광역시,35.830953,128.528277,대구광역시
진천동 주민센터,대구광역시,35.812211,128.522796,대구광역시
상인1동 주민센터,대구광역시,35.814266,128.545,대구광역시
상인2동 주민센터,대구광역시,35.812557,128.536266,대구광역시
상인3동 주민센터,대구광역시,35.81007,128.550202,대구광역시
도원동 주민센터,대구광역시,35.807483,128.532193,대구광역시
송현1동 주민센터,대구광역시,35.82922,128.554751,대구광역시
송현2동 주민센터,대구광역시,35.832786,128.545578,대구광역시
본동 주민센터,대구광역시,35.834438,128.541062,대구광역시
달서구보건소,대구광역시,35.8299,128.532907,대구광역시
성서보건지소,대구광역시,35.855784,128.501128,대구광역시
달서구자원봉사센터,대구광역시,35.812211,128.522796,대구광역시
본리종합사회복지관,대구광역시,35.841008,128.543155,대구광역시
